9, 10, 9
1		
1		
1		
1		
1		
1		
1		
1		
1		
1		
32	
32	
32	
32	
32	
32	
32	
32	
32	
32	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
1		
1		
1		
1		
1		GreenSpawn
1		
1		
1		
1		
1		
32	
32	
32	
32	
32	
32	
32	
32	
32	
32	
	
	
	Key
	
	Gem Green
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
1		
1		
1		
1		
1		
1		
1		
1		
1		
1		
32	
8	
8	
8	
8	
8	
8	
8	
32	
32	
	
23	
23	
23	
23	
23	
23	
23	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
1		
1		
1		
1		
1		
1		
1		
1		
1		
1		
32	
8	
8	
8	
8	
8	
8	
8	
32	
8	
	
23	
	
	Character Boy
	
	
	
23	
	Rock
23	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
1		
1		
1		
1		
1		
1		
1		
1		
1		
1		
32	
8	
8	
8	
8	
8	
8	
8	
32	
32	
	
23	
	
	
	
	
	
23	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
1		
1		
1		
30		
30		
30		
1		
1		
1		
1		OrangeSpawn
32	
32	
8	
	
	
	
8	
32	
32	
32	
	
6	
	
	
	
	
	
	Rock
	
	Gem Orange
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
1		BlueSpawn
1		
1		
30		
30		
30		
1		
1		
1		
1		
32	
8	
8	
	
	
	
8	
8	
32	
32	
	Gem Blue
23	
	
	
	
	
	
23	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
1		
1		
1		
30		
30		
30		
1		
1		
1		
1		
8	
8	
8	
	
	
	
8	
8	
8	
8	
23	
23	
	
	
	
	
	
23	
23	
23	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
1		
1		
1		
1		
1		
1		
1		
1		
1		
1		
8	
8	
8	
8	
8	
8	
8	
8	
8	
8	
25	
	
	
	
	
	Rock
	
	
25	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
1		
1		
1		
1		
1		
1		
1		
1		
1		
1		
8	
8	
8	
8	
8	
8	
8	
8	
8	
8	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
